id,rut,nombre,registro,comuna,capital
4874608,77878258-8,RAMOS & CIA SPA,2024-01-02,PROVIDENCIA,5000000
4874054,77879018-1,SALSAN SPA,2024-01-03,PROVIDENCIA,5000000
4874236,77878428-9,DESTAPES Y SOLUCIONES SpA,2024-01-03,PROVIDENCIA,1500000
4877032,77879272-9,ASESORIAS APECIA LIMITADA,2024-01-03,PROVIDENCIA,500000
4876310,77879079-3,Inversiones y Rentas Nueva Aulux SpA,2024-01-03,PROVIDENCIA,50000000
4875760,77879058-0,TRANSPORTES ATD GLOBAL SpA,2024-01-03,PROVIDENCIA,1000000
4807872,77878544-7,ROSEGO SpA,2024-01-03,PROVIDENCIA,3000000
4845309,77879102-1,SERVICIOS MEDICOS GUARDIAM\323 SpA,2024-01-03,PROVIDENCIA,1000000
4827762,77878402-5,Agrocomercial Pulmahue SpA,2024-01-03,PROVIDENCIA,5000000
4876293,77879127-7,GROUP INVERSION SpA,2024-01-03,PROVIDENCIA,2000000
4849897,77878513-7,InnovaTech Spa,2024-01-03,PROVIDENCIA,6000000
4844749,77878503-K,Centro de Salud y Bienestar LOTO SpA,2024-01-03,PROVIDENCIA,1000000
4875764,77878492-0,ADONAY STORE SpA,2024-01-03,PROVIDENCIA,1000000
4867065,77879175-7,MVP SPA,2024-01-03,PROVIDENCIA,3000000
4869114,77879192-7,Clases de Idiomas Korotun y Henriquez Limitada,2024-01-03,PROVIDENCIA,5000000
4875394,77878499-8,Outsourcing Sarras y Alvarado SpA,2024-01-03,PROVIDENCIA,500000
4876798,77879225-7,SERVICIOS SURAZO SPA,2024-01-03,PROVIDENCIA,1000000
4875468,77878524-2,COMERCIALIZADORA  FRUIT WORLD SpA,2024-01-03,PROVIDENCIA,3000000
4875618,77878536-6,SERVICIOS MEDICOS Y DE IMAGENOLOGIA DELZON SpA,2024-01-03,PROVIDENCIA,1850000
4876482,77879143-9,joyas artesanales nicole accesorios SpA,2024-01-03,PROVIDENCIA,500000
4877175,77879283-4,Alimentos Ingrid Melany Delano Koch E.I.R.L.,2024-01-03,PROVIDENCIA,100000
4860821,77878393-2,IMPORTADORA Y EXPORTADORA LEYENDA DE DRAGON LIMITADA,2024-01-03,PROVIDENCIA,10000000
4875499,77878519-6,Valhalla SpA,2024-01-03,PROVIDENCIA,1000000
4871102,77878461-0,Inversiones Micu SpA,2024-01-03,PROVIDENCIA,1000000
4874255,77879028-9,JEA SpA,2024-01-03,PROVIDENCIA,15000000
4865649,77879476-4,Consultoria CFI gestion SPA,2024-01-04,PROVIDENCIA,1000000
4876330,77879774-7,YOUR PLACE IS HERE SpA,2024-01-04,PROVIDENCIA,1000000
4877951,77879525-6,Grupo CMT SPA,2024-01-04,PROVIDENCIA,4000000
4877431,77879386-5,Cracking Eggs Company Limitada,2024-01-04,PROVIDENCIA,100000
4876948,77879739-9,PIN.CHILE SpA,2024-01-04,PROVIDENCIA,500000
4871998,77879377-6,Bull CFO y Asociados SpA,2024-01-04,PROVIDENCIA,1000000
4816242,77879827-1,KONTUTI SpA,2024-01-04,PROVIDENCIA,10000000
4878893,77879866-2,Distribuidora IG SPA,2024-01-04,PROVIDENCIA,2000000
4863375,77879852-2,Inversiones Limari SpA,2024-01-04,PROVIDENCIA,10000000
4879118,77879839-5,R&C CONSULTORES & AUDITORES SPA,2024-01-04,PROVIDENCIA,1000000
4879169,77879833-6,SOCIEDAD EMESS SPA,2024-01-04,PROVIDENCIA,2000000
4877114,77879487-K,Salon Belleza de Cristal SpA,2024-01-04,PROVIDENCIA,10000000
4861742,77879922-7,INMOBILIARIA DOS SPA,2024-01-04,PROVIDENCIA,1500000
4862142,77879902-2,COMERCIALIZADORA MP SPA,2024-01-04,PROVIDENCIA,3000000
4875822,77880013-6,CARLOS VARAS ROMERO TRANSPORTE Y MUDANZAS E.I.R.L.,2024-01-04,PROVIDENCIA,1000000
4862200,77879889-1,CONSTRUARTE SPA,2024-01-04,PROVIDENCIA,3500000
4876003,77879538-8,Hermanas Canelon spa,2024-01-04,PROVIDENCIA,1500000
4844453,77879502-7,SOLUCIONES M.E SpA,2024-01-04,PROVIDENCIA,2000000
4873606,77879826-3,PREUNIVERSITARIO ACRUX SPA,2024-01-04,PROVIDENCIA,1500000
4859594,77879845-K,comercializadora cocina el buen pastor spa,2024-01-04,PROVIDENCIA,1000000
4854410,77879676-7,SHOW FIGHT SPA,2024-01-04,PROVIDENCIA,500000
4873997,77879494-2,Thomaz Consulting SpA,2024-01-04,PROVIDENCIA,500000
4878685,77879854-9,KADENKAS SpA,2024-01-04,PROVIDENCIA,1000000
4879548,77879935-9,Ecommerce Joaqu\355n Ignacio Figueroa Herrera E.I.R.L.,2024-01-04,PROVIDENCIA,1000000
4862152,77879899-9,TRANSPORTE SAN ARIEL SPA,2024-01-04,PROVIDENCIA,1500000
4861637,77879656-2,Lua Producciones SpA,2024-01-04,PROVIDENCIA,1000000
4867292,77879785-2,"Inversiones, Art\355culos y Barber\355a Loyola SpA",2024-01-04,PROVIDENCIA,1000000
4873293,77879793-3,BIFE FILMS SpA,2024-01-04,PROVIDENCIA,10000000
4878623,77879661-9,Mantencion Servicios y Soluciones Union Spa,2024-01-04,PROVIDENCIA,1000000
4878710,77879734-8,By Padoli SpA,2024-01-04,PROVIDENCIA,500000
4873693,77879964-2,Sugaring Santiago Spa,2024-01-04,PROVIDENCIA,50000
4873672,77879533-7,Asesoria y desarrollos AIOT SpA,2024-01-04,PROVIDENCIA,1500000
4875338,77879374-1,C\355rculo Lab SpA,2024-01-04,PROVIDENCIA,1000000
4873218,77879795-K,BIFEXPERIENCE spa,2024-01-04,PROVIDENCIA,10000000
4877764,77879742-9,Think Latam SpA,2024-01-04,PROVIDENCIA,5000000
4878838,77880344-5,Inversiones Arcoiris Spa,2024-01-05,PROVIDENCIA,500000
4879714,77880547-2,EQUIPAMIENTOS FORTUNE CHILE SPA,2024-01-05,PROVIDENCIA,5000000
4867713,77880558-8,AIE SOLUCIONES FINANCIERAS SPA,2024-01-05,PROVIDENCIA,1000000
4855565,77880274-0,OLLAGUA TRANSFER SPA,2024-01-05,PROVIDENCIA,8000000
4880667,77880422-0,CyB Construcciones SpA,2024-01-05,PROVIDENCIA,2000000
4881385,77880516-2,NUEVO IMPERIO SpA,2024-01-05,PROVIDENCIA,1000000
4876981,77880045-4,SOCIEDAD M\311DICA AHQR SPA,2024-01-05,PROVIDENCIA,1000000
4862947,77880287-2,COMERCIALIZADORA MIHAI SpA,2024-01-05,PROVIDENCIA,1000000
4878053,77880508-1,Ananda Est\351tica SpA,2024-01-05,PROVIDENCIA,5000000
4875488,77880132-9,VT Asociados SpA,2024-01-05,PROVIDENCIA,2500000
4875813,77880152-3,TEMETCORP SpA,2024-01-05,PROVIDENCIA,1000000
4880991,77880398-4,Comercializadora Castillo Morante SpA,2024-01-05,PROVIDENCIA,1000000
4812878,77880026-8,COMERCIALIZADORA BRITOM SPA,2024-01-05,PROVIDENCIA,3000000
4867418,77880509-K,"Inversiones, Est\351tica y Bienestar Corporal Urtzi SpA",2024-01-05,PROVIDENCIA,1000000
4878914,77880365-8,SERVICIOS AGRICOLAS SANTIBA\321EZ SPA,2024-01-05,PROVIDENCIA,10000000
4861822,77880574-K,SOCIEDAD MEDICA  XIMED SpA,2024-01-05,PROVIDENCIA,1000000
4867815,77880408-5,Vultur AI Chile SpA,2024-01-05,PROVIDENCIA,3000000
4881401,77880543-K,ATENAS OTEC LIMITADA,2024-01-05,PROVIDENCIA,1000000
4881607,77880576-6,CRC Consultores SpA,2024-01-05,PROVIDENCIA,210000
4878674,77880527-8,RENM SERVICIOS ELECTRICOS SpA,2024-01-05,PROVIDENCIA,2000000
4877948,77880302-K,TALENT TECH OUTSOURCING SpA,2024-01-05,PROVIDENCIA,10000000
4881134,77880395-K,GIZA OTEC LIMITADA,2024-01-05,PROVIDENCIA,1000000
4881424,77880697-5,PEQUELAND PRODUCCIONES SpA,2024-01-06,PROVIDENCIA,1000000
4874980,77880687-8,POSEIDON GROUP SpA,2024-01-06,PROVIDENCIA,1000000
4876870,77880772-6,Distrimotos SpA,2024-01-06,PROVIDENCIA,6000000
4879651,77880751-3,Conv\351ncete Asesores Limitada,2024-01-06,PROVIDENCIA,1200000
4883307,77880886-2,La Cordillera Sport SpA,2024-01-07,PROVIDENCIA,1000000
4824734,77880875-7,ADMINISTRA LIMITADA,2024-01-07,PROVIDENCIA,5000000
4883441,77880903-6,Joaquin Rengifo SpA,2024-01-07,PROVIDENCIA,1000000
4882549,77880893-5,Ekho Training SpA,2024-01-07,PROVIDENCIA,4000000
4883143,77880859-5,INTEGRACI\323N AUDIO VIDEO SpA,2024-01-07,PROVIDENCIA,1000000
4882823,77881016-6,Sociedad Inversiones Kanut SpA,2024-01-08,PROVIDENCIA,500000
4883902,77881064-6,CONSTRUCCI\323N Y OBRAS MENORES SERGIO PABLO CARRASCO ACEVEDO E.I.R.L.,2024-01-08,PROVIDENCIA,100000
4884706,77881968-6,Proexcelencia Capacitaci\363n limitada,2024-01-08,PROVIDENCIA,2000000
4884932,77881763-2,CAVANCHA RENT A CAR SpA,2024-01-08,PROVIDENCIA,10000000
4884641,77881728-4,TRANSPORTES CINBRA SPA,2024-01-08,PROVIDENCIA,1000000
4884309,77881247-9,imart SpA,2024-01-08,PROVIDENCIA,600000
4885528,77881894-9,Sociedad Comercial G2 SpA,2024-01-08,PROVIDENCIA,1000000
4873863,77881001-8,Educar SpA,2024-01-08,PROVIDENCIA,1000000
4834375,77881879-5,SERVICIOS MEDICOS VALPUESTA LIMITADA,2024-01-08,PROVIDENCIA,1000000
4885780,77881947-3,Transportes DIV SPA,2024-01-08,PROVIDENCIA,1000000
4882645,77881713-6,SOCIEDAD LYP SPA,2024-01-08,PROVIDENCIA,2000000
4883747,77881812-4,MYD SPA,2024-01-08,PROVIDENCIA,3000000
4885254,77881887-6,BHP SPA,2024-01-08,PROVIDENCIA,5000000
4878836,77881251-7,Importadora AJ SpA,2024-01-08,PROVIDENCIA,10000000
4880191,77881698-9,HNZ SpA,2024-01-08,PROVIDENCIA,1500000
4874346,77881212-6,Comercial Cristi\341n Marcelo Basay Rodr\355guez SPA,2024-01-08,PROVIDENCIA,4000000
4883825,77881727-6,DECO BELA SPA,2024-01-08,PROVIDENCIA,5000000
4881244,77881147-2,MAYOR VENTAS MC SpA,2024-01-08,PROVIDENCIA,1000000
4884637,77881667-9,TURISMO Y SERVICIOS CEAL EXPRESS SpA,2024-01-08,PROVIDENCIA,1000000
4885775,77881966-K,Servicios y proyectos Multiconcept SpA,2024-01-08,PROVIDENCIA,500000
4867550,77881847-7,CSL COMERCIALIZADORA SpA,2024-01-08,PROVIDENCIA,1000000
4859875,77880972-9,Ingenieria Dos Puentes SpA,2024-01-08,PROVIDENCIA,1000000
4876704,77880934-6,Constructora Victor Hugo Mendoza Chuman E.I.R.L.,2024-01-08,PROVIDENCIA,1000000
4883754,77881097-2,"ACTIVIDADES INMOBILIARIAS, EMPRESARIALES Y DE ALQUILER JOSE LUIS TAGLE MONGE E.I.R.L.",2024-01-08,PROVIDENCIA,50000
4885645,77881913-9,transportes almonte spa,2024-01-08,PROVIDENCIA,500000
4877422,77881699-7,TRANSPORTE E&N SPA,2024-01-08,PROVIDENCIA,5000000
4876622,77881735-7,EMILY MODA SPA,2024-01-08,PROVIDENCIA,1000000
4880312,77881008-5,LOGISTIC POINT SpA,2024-01-08,PROVIDENCIA,3000000
4879882,77880974-5,Servicios de Belleza Aura Limitada,2024-01-08,PROVIDENCIA,500000
4884083,77881816-7,FUENTES DONOSO SpA,2024-01-08,PROVIDENCIA,500000
4883705,77880983-4,Mathsoluis SpA,2024-01-08,PROVIDENCIA,3500000
4883712,77881177-4,Sweet and Coffee Darmileen SpA,2024-01-08,PROVIDENCIA,500000
4880929,77881242-8,Grupo Ventura SpA,2024-01-08,PROVIDENCIA,8000000
4884870,77881782-9,AQUALISIS CONSULTORES Spa,2024-01-08,PROVIDENCIA,1000000
4884353,77881855-8,Aixa D\351lano Bardelli SpA,2024-01-08,PROVIDENCIA,2500000
4842871,77881245-2,Neomedia Servicios SpA,2024-01-08,PROVIDENCIA,1000000
4886408,77882498-1,YB GROWTH PARTNER LIMITADA,2024-01-09,PROVIDENCIA,200000
4885225,77882234-2,EXPORTADORA E IMPORTADORA DEL NORTE SPA,2024-01-09,PROVIDENCIA,2000000
4876239,77882063-3,SMR MONTAJE Y CONSTRUCCI\323N SPA,2024-01-09,PROVIDENCIA,1000000
4859278,77882303-9,Agricultura y sustentabilidad Santa Isidora SPA,2024-01-09,PROVIDENCIA,10000000
4878668,77882477-9,GG Enterprise SpA,2024-01-09,PROVIDENCIA,5000000
4882530,77882462-0,"\301vila, Mart\355nez y Sanchez sociedad de responsabilidad limitada",2024-01-09,PROVIDENCIA,1000000
4888327,77882645-3,AGC ELECTRICIDAD Y CONSTRUCCION SPA,2024-01-09,PROVIDENCIA,1500000
4859148,77882296-2,Agricultura y sustentabilidad San Martin SPA,2024-01-09,PROVIDENCIA,10000000
4888085,77882595-3,TOM\301S HOLLOWAY ODONTOLOGIA SpA,2024-01-09,PROVIDENCIA,500000
4871814,77882171-0,ESPACIO CURVO SpA,2024-01-09,PROVIDENCIA,3000000
4885657,77881974-0,MerchAndGift SpA,2024-01-08,PROVIDENCIA,1000
4888063,77882636-4,Comercializadora Punitaqui SpA,2024-01-09,PROVIDENCIA,1000000
4885333,77882371-3,AZULEJER\315A SPA,2024-01-09,PROVIDENCIA,2000000
4885193,77882361-6,DatenBi SpA,2024-01-09,PROVIDENCIA,600000
4886580,77882519-8,CAP-Do capacitaci\363n SPA,2024-01-09,PROVIDENCIA,1200000
4887368,77882425-6,DeltaTec SpA,2024-01-09,PROVIDENCIA,1000000
4884755,77882192-3,INVERSIONES VIOLETTA SpA,2024-01-09,PROVIDENCIA,7000000
4886871,77882418-3,DyH Automotriz SpA,2024-01-09,PROVIDENCIA,500000
4842803,77882165-6,Servicios de Ingenieria y montajes SpA,2024-01-09,PROVIDENCIA,5000000
4886500,77882219-9,SERVICIOS DE ASESOR\315AS Y VIAJES SAV LIMITADA,2024-01-09,PROVIDENCIA,1000000
4884683,77882507-4,COMUNICACI\323N Y MARKETING P.A.M. SPA,2024-01-09,PROVIDENCIA,2000000
4886789,77882312-8,EXPORTADORA E IMPORTADORA DEL SUR SPA,2024-01-09,PROVIDENCIA,2000000
4876965,77882346-2,PUNTO CONTRUCCIONES SPA,2024-01-09,PROVIDENCIA,2000000
4873920,77881981-3,Inmobiliaria Siberia Limitada,2024-01-09,PROVIDENCIA,20000000
4887245,77882427-2,NB Chile Extreme Recordings SpA,2024-01-09,PROVIDENCIA,1000000
4887192,77882569-4,Transportes Turiskar SpA,2024-01-09,PROVIDENCIA,1000000
4884918,77882138-9,PASC GESTION PREVENCI\323N SpA,2024-01-09,PROVIDENCIA,1000000
4886203,77882075-7,Servicios Integrales de Capacitaci\363n Profesional Limitada,2024-01-09,PROVIDENCIA,11000000
4844502,77882582-1,Nebolo Technology Advisory Chile SpA,2024-01-09,PROVIDENCIA,500000
4886859,77882341-1,GLAM FRUIT EXPORT SpA,2024-01-09,PROVIDENCIA,10000000
4887331,77882448-5,COMERCIAL SEPULVEDA SPA,2024-01-09,PROVIDENCIA,3000000
4874768,77882071-4,Kinesiologia EROS SPA,2024-01-09,PROVIDENCIA,31000000
4856325,77882506-6,UNLOCK SANTIAGO SPA,2024-01-09,PROVIDENCIA,4000000
4839085,77882072-2,DISGRA SPA,2024-01-09,PROVIDENCIA,1000000
4834200,77882617-8,NUTRICION PREVENTIVA SpA,2024-01-09,PROVIDENCIA,2000000
4856114,77882509-0,SERVICIOS MEDICOS CASTA\321EDA Y PINO LIMITADA,2024-01-09,PROVIDENCIA,1000000
4876857,77882168-0,Courage SpA,2024-01-09,PROVIDENCIA,3000000
4886320,77882643-7,servicios publicitarios morgado spa,2024-01-09,PROVIDENCIA,500000
4870306,77882117-6,Servicios de Flotas Mineras SpA,2024-01-09,PROVIDENCIA,1000000
4869794,77882159-1,Sociedad Medica Respirando Vida SPA,2024-01-09,PROVIDENCIA,1000000
4884711,77882115-K,CyN SERVICIOS INTEGRALES SpA,2024-01-09,PROVIDENCIA,1000000
4873010,77881976-7,Servicios Tecnol\363gicos - Energ\355a Arkam Spa,2024-01-09,PROVIDENCIA,6000000
4798007,77882869-3,Jard\355n Infantil Bloom Limitada,2024-01-10,PROVIDENCIA,1000000
4874161,77883227-5,TRANSPORTES MORENO SPA,2024-01-10,PROVIDENCIA,500000
4888815,77882786-7,KONSTRULEX SpA,2024-01-10,PROVIDENCIA,1000000
4886485,77882702-6,Aka Bistro SpA,2024-01-10,PROVIDENCIA,6000000
4837395,77882861-8,Leypa SpA,2024-01-10,PROVIDENCIA,2000000
4884843,77882737-9,Moba Motorsport SpA,2024-01-10,PROVIDENCIA,10000000
4876538,77883126-0,Gemarsis SpA,2024-01-10,PROVIDENCIA,1000000
4887543,77883213-5,Importadora & Comercializadora Martin Silva Lara SpA,2024-01-10,PROVIDENCIA,5000000
4889733,77883123-6,constructora express work SpA,2024-01-10,PROVIDENCIA,3000000
4888598,77882938-K,GCA CAPACITACIONES DEPORTIVAS SPA,2024-01-10,PROVIDENCIA,1500000
4872947,77882688-7,COMERCIALIZADORA NK SPA,2024-01-10,PROVIDENCIA,2000000
4880485,77883276-3,GREEN MONSTERA SpA,2024-01-10,PROVIDENCIA,7000000
4890783,77883275-5,SERVICIOS COL SpA,2024-01-10,PROVIDENCIA,10000000
4889152,77882884-7,COMERCIALIZADORA DE PRODUCTOS ALIMENTICIOS MARIA LORETO MOLINA DIAZ E.I.R.L.,2024-01-10,PROVIDENCIA,100000
4878488,77883255-0,GOC SpA,2024-01-10,PROVIDENCIA,4000000
4883917,77883219-4,PELUQUER\315A Y OTROS TRATAMIENTOS DE BELLEZA Elizabeth Carolina L\363pez Pinto Empresa Individual de Responsabilidad Limitada,2024-01-10,PROVIDENCIA,500000
4881092,77882974-6,Asesorias e Inversiones MAK SpA,2024-01-10,PROVIDENCIA,2500000
4866971,77882882-0,SERVICIOS DE INSTALACION Y OTROS H.J. SPA,2024-01-10,PROVIDENCIA,500000
4889507,77883101-5,Bioconservacion SpA,2024-01-10,PROVIDENCIA,5000000
4881412,77882981-9,EMPRESAS IMPORTAVAL CHILE SpA,2024-01-10,PROVIDENCIA,1000000
4884695,77883085-K,Comercializadora V\355ctor Cartes Petit Laurent E.I.R.L.,2024-01-10,PROVIDENCIA,500000
4881112,77883039-6,DNE GLOBAL SpA,2024-01-10,PROVIDENCIA,1000000
4884331,77883148-1,BRATTI CONSULTING Y ASOCIADOS LIMITADA,2024-01-10,PROVIDENCIA,100000
4884245,77882823-5,KAIZENSUR CHILE SpA,2024-01-10,PROVIDENCIA,5000000
4887896,77882899-5,FERNANDEZ ENGELS SPA,2024-01-10,PROVIDENCIA,500000
4884082,77882681-K,COMERCIALIZADORA TyM Limitada,2024-01-10,PROVIDENCIA,5000000
4887893,77882947-9,ANDAMIOS MONTAJES MAS SPA,2024-01-10,PROVIDENCIA,2500000
4887695,77883026-4,ADMINISTRACION Y SERVICIOS DA SILVA SALAZAR SpA,2024-01-10,PROVIDENCIA,1000000
4890085,77883214-3,DISTRIBUIDORA RAY R SPA,2024-01-10,PROVIDENCIA,5000000
4892692,77883858-3,COMERCIALIZADORA DE ARTICULOS Y PRODUCTOS EL\311CTRICOS CRISTIAN RICARDO RAMIREZ LECAROS E.I.R.L.,2024-01-11,PROVIDENCIA,1000000
4892472,77883783-8,GONZALO PINO SPA,2024-01-11,PROVIDENCIA,3000000
4892255,77883697-1,Suministro de Comidas Pamela Rodriguez Empresa Individual de Responsabilidad Limitada,2024-01-11,PROVIDENCIA,500000
4891499,77883543-6,PRODUCCIONES GONZ\301LEZ Y LIZAMA SpA,2024-01-11,PROVIDENCIA,3000000
4892213,77883888-5,AGROCOMERCIAL ESTENOR SPA,2024-01-11,PROVIDENCIA,5000000
4891367,77883459-6,Estudio Baum Spa,2024-01-11,PROVIDENCIA,100000
4868296,77883373-5,Sociedad M\351dica Gonz\341lez Mulford Limitada,2024-01-11,PROVIDENCIA,1000000
4892196,77883891-5,INGENIERIA Y CONSTRUCCION SOMER SpA,2024-01-11,PROVIDENCIA,5000000
4878974,77883916-4,NEWSCHOOL SpA,2024-01-11,PROVIDENCIA,10000000
4891781,77883596-7,COMERCIAL MILLA SPA,2024-01-11,PROVIDENCIA,3000000
4891263,77883654-8,Barba y Jockey Lab SpA,2024-01-11,PROVIDENCIA,1000000
4891892,77883707-2,Comercializadora iTec SpA,2024-01-11,PROVIDENCIA,20000000
4883188,77883942-3,Inversiones HM SpA,2024-01-11,PROVIDENCIA,100000
4890694,77883417-0,Sociedad de Profesionales C Y A Limitada,2024-01-11,PROVIDENCIA,500000
4891911,77883667-K,JMS SERVICE SPA,2024-01-11,PROVIDENCIA,500000
4881286,77883388-3,SANITO ANTOJO SpA,2024-01-11,PROVIDENCIA,1000000
4883787,77883799-4,Venus Garden SpA,2024-01-11,PROVIDENCIA,33333333
4892243,77883887-7,HIPERGENTILE SPA,2024-01-11,PROVIDENCIA,5000000
4884584,77883828-1,VALHALLA GYM SpA,2024-01-11,PROVIDENCIA,10000000
4892173,77883892-3,COMERCIALIZADORA KDF SpA,2024-01-11,PROVIDENCIA,5000000
4892542,77883822-2,MULTISERVICE DS SPA,2024-01-11,PROVIDENCIA,1000000
4886255,77883736-6,REMI Spa,2024-01-11,PROVIDENCIA,200000
4891662,77883839-7,LINK COMUNICA SpA,2024-01-11,PROVIDENCIA,1000000
4891066,77883478-2,Servicios Integrales de Educacion y Capacitacion Mercurio Spa,2024-01-11,PROVIDENCIA,777000
4889595,77883644-0,FOR LOGISTICA Y TRANSPORTE SPA,2024-01-11,PROVIDENCIA,1000000
4890331,77883798-6,Ingeticom Tecnolog\355as de la Informaci\363n y Comunicaci\363n Limitada,2024-01-11,PROVIDENCIA,1000000
4890695,77883894-K,ADS Service Spa,2024-01-11,PROVIDENCIA,3000000
4892274,77883732-3,A.F Producciones SpA,2024-01-11,PROVIDENCIA,500000
4887183,77883643-2,MISMO DIA SPA,2024-01-11,PROVIDENCIA,2000000
4884661,77883863-K,STUDIO SANTIAGO SpA,2024-01-11,PROVIDENCIA,90000
4865190,77883692-0,SOCIEDAD DE INVERSIONES CACERES SALAZAR SPA,2024-01-11,PROVIDENCIA,2000000
4868538,77883824-9,HORMAZABAL SpA,2024-01-11,PROVIDENCIA,1000000
4885395,77883586-K,REMABAL SPA,2024-01-11,PROVIDENCIA,5000000
4890299,77883669-6,Artes Catulina SpA,2024-01-11,PROVIDENCIA,200000
4891033,77883325-5,COBRANZAS TRASTEVERE SpA,2024-01-11,PROVIDENCIA,1000000
4878348,77883622-K,Contauditores Limitada,2024-01-11,PROVIDENCIA,2000000
4892268,77883884-2,SOCIEDAD INTEGRAL FENTAK SPA,2024-01-11,PROVIDENCIA,5000000
4859986,77884798-1,COMERCIALIZADORA INVERNET SpA,2024-01-12,PROVIDENCIA,300000
4858916,77884455-9,CONSTRUCTORA FERNANDEZ BECAR SPA,2024-01-12,PROVIDENCIA,3000000
4893748,77884594-6,MENTE LIBRE ECOTURISMO ACCESIBLE SPA,2024-01-12,PROVIDENCIA,1800000
4894053,77884643-8,LABORIS APTUS OTEC LIMITADA,2024-01-12,PROVIDENCIA,1000000
4894436,77884868-6,SM Limitada,2024-01-12,PROVIDENCIA,4000000
4884240,77884384-6,AUSFELEN SpA,2024-01-12,PROVIDENCIA,4000000
4886288,77884435-4,DIPROSERV SpA,2024-01-12,PROVIDENCIA,2000000
4880131,77884931-3,Logar\355tmica Ventures SpA,2024-01-12,PROVIDENCIA,100000
4893828,77884523-7,COMERCIAL RACHEL SPA,2024-01-12,PROVIDENCIA,3000000
4879737,77884684-5,SOCIEDAD DE PROFESIONALES SARTA LIMITADA,2024-01-12,PROVIDENCIA,2000000
4891223,77884533-4,IMPORTADORA LITTLE TIBET SPA,2024-01-12,PROVIDENCIA,2000000
4894322,77884769-8,Activos Digitales SpA,2024-01-12,PROVIDENCIA,1000000
4893933,77884601-2,NOVA MENTES OTEC LIMITADA,2024-01-12,PROVIDENCIA,1000000
4894606,77884935-6,Inversiones Danral SPA,2024-01-12,PROVIDENCIA,6000000
4890192,77884797-3,PATRICIO CISTERNAS RESTAURANT E.I.R.L.,2024-01-12,PROVIDENCIA,2000000
4892431,77884372-2,CARDENAL CHILE SpA,2024-01-12,PROVIDENCIA,1000000
4883281,77884408-7,"TRANSPORTE, MOVIMIENTO DE TIERRA, MAQUINARIAS HECTOR MONTALBA  SALAS SPA",2024-01-12,PROVIDENCIA,13000000
