CustomerID,Age,Gender,Income,Tenure,Mobile,Mobile_Spending,interne,Internet_Spending,TV,TV_Spending,Aditional_service,Adicional_service_spending,NumServices,TotalSpend,SolicitudesSAC,reclamosSAC,ChurnRisk
68,57.0,Male,1856528.0,11.0,0,0.0,1,26958.0,1,7321.0,0,0.0,4,41378.72,314.0,33.0,0.765
69,21.0,Male,1982246.0,7.0,1,17988.0,1,28609.0,0,12186.0,1,14662.18,1,49185.26,6.0,1.0,0.2696017734097012
70,19.0,Male,1767343.0,7.0,1,12150.0,0,0.0,0,13558.0,1,11212.57,3,20692.31,39.0,5.0,0.7949999999999999
71,23.0,Male,1919517.0,1.0,1,23013.0,0,0.0,0,14039.0,0,0.0,4,41760.72,166.0,21.0,1.0
72,59.0,Male,1927212.0,11.0,0,0.0,1,23856.0,1,12749.0,1,12011.41,4,19862.79,2.0,0.0,0.405
73,21.0,Male,1960092.0,11.0,0,0.0,1,19061.0,0,20563.0,0,0.0,1,38596.76,130.0,15.0,0.605
74,46.0,Male,1683785.0,6.0,0,0.0,1,15122.0,1,10330.0,1,15730.64,1,17035.57,184.0,20.0,0.9650000000000001
75,35.0,Female,1666553.0,14.0,0,0.0,1,23866.0,1,14778.0,1,7792.37,3,29450.28,158.0,20.0,0.67
76,43.0,Male,2014084.0,5.0,1,23384.0,1,24545.0,1,13922.0,0,0.0,2,34323.32,34.0,6.0,0.825
77,61.0,Female,1557174.0,8.0,0,0.0,0,0.0,1,10645.0,1,14649.64,4,36185.01,244.0,47.0,0.97
78,51.0,Female,1935762.0,8.0,0,0.0,1,11221.0,1,21335.0,1,17602.4,3,33453.55,32.0,5.0,0.9299999999999999
79,27.0,Male,2490647.0,11.0,1,22737.0,0,0.0,0,22942.0,0,0.0,2,50492.7,152.0,19.0,0.725
80,53.0,Male,1988353.0,4.0,1,28231.0,0,0.0,1,15879.0,1,18113.65,3,45193.81,32.0,4.0,0.56
81,31.0,Female,1452030.0,1.0,0,0.0,0,0.0,0,7535.0,0,0.0,2,15509.3,124.0,20.0,0.735
82,48.0,Male,2053945.0,6.0,0,0.0,1,25301.0,1,10074.0,1,14213.3,1,21152.73,246.0,46.0,0.815
83,65.0,Male,2245547.0,10.0,0,0.0,0,0.0,0,11982.0,0,0.0,2,23228.31,162.0,20.0,0.615
84,32.0,Female,1761405.0,1.0,1,15744.0,1,19855.0,0,15269.0,0,0.0,2,24206.51,3.0,0.0,0.06
85,25.0,Female,1910314.0,5.0,0,0.0,0,0.0,0,8171.0,0,0.0,4,28328.02,138.0,26.0,0.985
86,31.0,Female,1736693.0,5.0,0,0.0,1,14678.0,1,12880.0,0,0.0,4,15589.25,49.0,8.0,0.905
87,40.0,Male,1861346.0,3.0,0,0.0,0,0.0,1,13742.0,0,0.0,1,23242.08,100.0,14.0,0.79
88,57.0,Male,1800336.0,5.0,1,20449.0,0,0.0,0,19635.0,1,14458.18,4,15208.49,262.0,33.0,0.7849999999999999
89,38.0,Female,2130701.0,6.0,0,0.0,1,31135.0,1,14258.0,0,0.0,4,24540.75,57.0,6.0,0.5453552256873261
90,33.0,Male,2497479.0,5.0,1,19359.0,1,34878.0,0,26831.0,1,12464.88,3,37167.22,150.0,27.0,0.875
91,62.0,Female,2017165.0,1.0,1,29660.0,0,0.0,1,17302.0,1,16039.91,4,42174.55,94.0,10.0,0.59
92,35.0,Male,1537477.0,12.0,1,8534.0,1,16735.0,0,10527.0,1,14030.55,2,38368.14,136.0,16.0,0.655
93,64.0,Female,2758830.0,12.0,1,39889.0,0,0.0,0,21786.0,1,32819.93,3,32155.33,454.0,68.0,0.825
94,41.0,Male,2174870.0,7.0,1,14338.0,0,0.0,0,9941.0,0,0.0,2,43541.4,247.0,35.0,0.875
95,43.0,Female,2235941.0,3.0,0,0.0,1,36305.0,0,23901.0,1,16259.79,1,31765.67,134.0,17.0,0.525
96,42.0,Male,1980882.0,7.0,0,0.0,1,24886.0,0,17241.0,0,0.0,3,44555.79,108.0,12.0,0.855
97,62.0,Male,2069819.0,5.0,1,25480.0,1,28649.0,1,14897.0,1,13867.33,2,28750.25,447.0,65.0,0.505
98,58.0,Female,1897452.0,13.0,1,13578.0,1,18935.0,0,18620.0,0,0.0,2,25598.08,356.0,63.0,0.645
99,46.0,Male,2271109.0,12.0,0,0.0,0,0.0,0,15802.0,1,27450.67,3,39180.26,0.0,0.0,0.475
100,32.0,Male,1856779.0,3.0,1,23191.0,0,0.0,1,13726.0,1,16843.11,3,46349.83,151.0,25.0,0.715
101,62.0,Female,2146812.0,13.0,0,0.0,0,0.0,0,15226.0,1,13429.48,4,30512.52,310.0,33.0,0.745
102,18.0,Male,2290821.0,11.0,0,0.0,1,25267.0,1,26372.0,1,20906.34,1,26819.51,30.0,6.0,0.87
103,42.0,Male,2373780.0,6.0,1,23175.0,0,0.0,0,23193.0,1,15890.73,1,47311.11,256.0,39.0,0.79
104,24.0,Male,2309583.0,1.0,0,0.0,1,25020.0,0,25384.0,1,12883.28,4,53651.35,112.0,11.0,0.65
105,26.0,Female,1692920.0,6.0,0,0.0,0,0.0,0,11455.0,1,18236.16,3,37526.8,130.0,19.0,0.7949999999999999
106,41.0,Female,2471824.0,13.0,0,0.0,1,22287.0,1,18827.0,0,0.0,1,56857.47,290.0,45.0,0.77
107,18.0,Female,2199278.0,13.0,1,21672.0,0,0.0,1,11865.0,1,24742.08,4,19562.68,20.0,3.0,0.565
108,61.0,Female,2091678.0,13.0,0,0.0,1,15182.0,1,8208.0,0,0.0,4,20231.69,0.0,0.0,0.37
109,25.0,Female,2126263.0,4.0,0,0.0,1,18381.0,0,11364.0,1,15178.83,2,45796.93,80.0,9.0,0.8049999999999999
110,41.0,Male,1952483.0,4.0,0,0.0,0,0.0,0,21461.0,0,0.0,1,29695.5,102.0,16.0,0.53
111,28.0,Male,1860013.0,5.0,1,21395.0,1,23284.0,1,13684.0,1,15058.22,4,29491.83,18.0,3.0,0.32887155320756717
112,68.0,Female,1889448.0,13.0,1,27149.0,1,12299.0,0,9169.0,1,13454.93,3,28263.23,285.0,45.0,0.565
113,34.0,Male,2386438.0,9.0,1,13103.0,0,0.0,0,17487.0,0,0.0,2,26593.49,204.0,27.0,0.535
114,25.0,Male,2024316.0,1.0,1,13227.0,0,0.0,0,20130.0,1,22655.1,1,48557.82,127.0,17.0,0.4677489760218858
115,52.0,Male,2084515.0,3.0,0,0.0,1,17837.0,0,16047.0,0,0.0,2,42775.67,79.0,12.0,0.7849999999999999
116,52.0,Male,2018043.0,11.0,0,0.0,0,0.0,1,22304.0,1,8589.73,1,27676.21,104.0,15.0,0.56
117,50.0,Female,1799623.0,4.0,0,0.0,0,0.0,1,19358.0,1,16547.91,1,32751.72,25.0,3.0,0.61
118,22.0,Female,1355954.0,2.0,0,0.0,1,13595.0,0,10151.0,0,0.0,3,23227.9,144.0,17.0,0.96
119,59.0,Male,2230616.0,9.0,1,23392.0,0,0.0,1,10003.0,0,0.0,4,36309.76,118.0,17.0,0.81
120,56.0,Male,2198833.0,11.0,1,18191.0,0,0.0,0,20372.0,0,0.0,2,53598.01,62.0,7.0,0.7849999999999999
121,58.0,Female,1996563.0,7.0,1,18073.0,0,0.0,1,13152.0,0,0.0,1,31632.6,203.0,31.0,0.62
122,45.0,Male,1672929.0,1.0,0,0.0,0,0.0,1,16546.0,0,0.0,2,31048.63,45.0,8.0,0.2930560378213911
123,24.0,Male,2546246.0,9.0,1,16695.0,1,34394.0,1,15843.0,0,0.0,3,32265.54,179.0,33.0,0.605
124,26.0,Male,1897654.0,6.0,1,16860.0,0,0.0,0,12125.0,0,0.0,3,27394.72,144.0,26.0,0.765
125,25.0,Female,2074475.0,2.0,0,0.0,1,29098.0,1,16633.0,1,25223.82,2,37115.31,18.0,2.0,0.885
126,29.0,Female,1789056.0,1.0,0,0.0,0,0.0,1,7224.0,1,14006.26,3,42531.48,29.0,4.0,0.81
127,51.0,Male,1595084.0,6.0,0,0.0,0,0.0,0,8217.0,1,16485.46,2,39147.27,204.0,38.0,0.65
128,50.0,Male,2176890.0,7.0,1,28669.0,1,33078.0,0,22630.0,0,0.0,3,47500.21,186.0,28.0,0.85
129,65.0,Male,1549757.0,10.0,0,0.0,0,0.0,0,17364.0,1,11387.34,4,34122.52,325.0,60.0,0.675
130,40.0,Male,2068712.0,6.0,1,28029.0,0,0.0,0,11013.0,0,0.0,1,21411.74,226.0,36.0,0.62
131,41.0,Male,2069583.0,7.0,1,26596.0,1,14357.0,0,20258.0,0,0.0,1,48454.46,208.0,37.0,0.675
132,54.0,Male,1664071.0,6.0,0,0.0,0,0.0,0,7832.0,1,15247.37,2,40184.1,351.0,53.0,0.75
133,52.0,Female,1611075.0,8.0,1,12009.0,0,0.0,1,12054.0,1,9242.17,1,19643.13,28.0,3.0,0.7091134572851787
134,61.0,Female,1768869.0,2.0,1,20726.0,1,13976.0,0,13722.0,0,0.0,2,29706.43,75.0,13.0,0.995
135,57.0,Male,1811732.0,9.0,0,0.0,0,0.0,0,14825.0,1,22136.88,4,27041.25,114.0,12.0,0.99
136,39.0,Female,1541080.0,9.0,1,13502.0,0,0.0,0,10212.0,1,19087.81,4,32000.0,117.0,18.0,0.855
137,44.0,Male,1662458.0,11.0,1,12133.0,0,0.0,1,17342.0,1,19513.79,4,18059.02,4.0,1.0,0.34077702935630605
138,52.0,Male,2022772.0,9.0,1,27694.0,1,26563.0,1,12502.0,0,0.0,4,41581.52,78.0,10.0,0.775
139,18.0,Female,2596887.0,7.0,0,0.0,0,0.0,0,19681.0,0,0.0,3,58337.84,126.0,14.0,0.595
140,52.0,Female,2302294.0,9.0,1,27568.0,1,18921.0,1,12288.0,1,17463.53,2,23778.49,315.0,48.0,0.67
141,54.0,Male,2048156.0,1.0,0,0.0,1,32504.0,1,16903.0,1,14366.8,4,24942.04,248.0,28.0,0.77
142,64.0,Male,2338503.0,3.0,0,0.0,1,23495.0,1,12541.0,0,0.0,4,24310.0,132.0,16.0,0.665
143,31.0,Female,2346639.0,2.0,1,22330.0,1,23542.0,0,13385.0,1,27028.48,2,51155.6,184.0,35.0,0.895
144,20.0,Female,1908506.0,11.0,0,0.0,1,24001.0,0,13761.0,1,9774.5,4,16599.64,93.0,11.0,0.52
145,18.0,Male,2077369.0,1.0,1,13346.0,0,0.0,1,12428.0,0,0.0,3,48275.06,76.0,14.0,0.6950000000000001
146,22.0,Male,2293369.0,5.0,0,0.0,1,27695.0,0,9529.0,0,0.0,2,39648.98,117.0,19.0,0.86
147,43.0,Male,2334342.0,1.0,0,0.0,1,22409.0,0,23279.0,1,18022.21,4,27845.3,222.0,24.0,0.99
148,31.0,Female,2337222.0,3.0,1,24160.0,0,0.0,0,23734.0,0,0.0,1,25351.82,156.0,27.0,0.775
149,56.0,Male,1691897.0,6.0,0,0.0,0,0.0,0,18230.0,1,12243.53,1,18437.73,364.0,72.0,0.9199999999999999
150,44.0,Female,2352515.0,6.0,1,29459.0,1,17917.0,1,26780.0,0,0.0,2,30087.29,231.0,36.0,0.745
151,26.0,Male,2557423.0,3.0,1,33352.0,1,21307.0,0,12064.0,0,0.0,1,24747.61,189.0,20.0,1.0
152,32.0,Female,2448028.0,4.0,1,13858.0,1,39058.0,1,14585.0,1,17375.55,4,52962.83,33.0,5.0,0.9450000000000001
153,32.0,Female,1674343.0,7.0,1,11597.0,0,0.0,0,14562.0,1,10539.14,4,21586.83,83.0,16.0,0.8200000000000001
154,43.0,Female,1598907.0,6.0,1,22267.0,0,0.0,1,16928.0,1,8394.58,2,13724.04,172.0,27.0,0.77
155,59.0,Female,2139568.0,13.0,0,0.0,1,30446.0,0,10900.0,0,0.0,4,46253.87,66.0,7.0,0.9650000000000001
156,30.0,Male,2442450.0,11.0,1,23856.0,1,30855.0,0,18479.0,1,19013.85,2,44204.87,145.0,26.0,0.8400000000000001
157,68.0,Female,2067850.0,14.0,1,13814.0,0,0.0,0,23522.0,0,0.0,2,18327.76,447.0,49.0,0.9450000000000001
158,49.0,Female,1929507.0,14.0,1,28844.0,1,17680.0,1,12334.0,1,18933.89,1,23325.11,57.0,11.0,0.73
159,56.0,Female,1972943.0,2.0,1,28076.0,0,0.0,1,15041.0,1,16850.23,1,27047.29,283.0,54.0,0.72
160,66.0,Male,2306148.0,9.0,0,0.0,1,15522.0,0,21178.0,1,25363.98,3,55283.8,200.0,39.0,0.985
161,69.0,Male,1903518.0,14.0,0,0.0,1,11212.0,0,13496.0,1,13699.89,1,29385.62,246.0,45.0,0.9199999999999999
162,49.0,Male,2144286.0,6.0,0,0.0,1,14139.0,0,20083.0,1,25203.17,3,42563.08,80.0,8.0,0.77
163,21.0,Male,1960891.0,2.0,0,0.0,0,0.0,0,9769.0,1,8626.02,1,41728.06,136.0,16.0,0.9450000000000001
164,47.0,Male,1733499.0,7.0,1,16240.0,0,0.0,0,9742.0,0,0.0,3,29569.06,284.0,47.0,0.545
165,54.0,Male,1709993.0,11.0,1,15037.0,1,13113.0,1,11666.0,1,14089.93,3,17126.89,359.0,67.0,0.6950000000000001
166,40.0,Female,2157593.0,11.0,1,11410.0,1,23952.0,0,24628.0,1,9202.19,2,51580.65,24.0,3.0,0.665
167,56.0,Female,1188379.0,10.0,1,15333.0,0,0.0,1,7759.0,0,0.0,4,18813.96,172.0,32.0,0.94
168,62.0,Female,2143779.0,10.0,1,20511.0,1,32398.0,0,23343.0,0,0.0,4,23953.08,160.0,21.0,0.735
169,32.0,Male,1948814.0,4.0,1,20094.0,1,29798.0,1,20611.0,1,17454.24,2,41193.93,14.0,2.0,0.735
170,60.0,Female,2283825.0,1.0,1,17259.0,0,0.0,0,22062.0,0,0.0,4,52601.42,34.0,5.0,0.555
171,46.0,Female,2180439.0,10.0,1,27999.0,1,23528.0,1,14598.0,0,0.0,2,44787.86,306.0,54.0,0.8049999999999999
172,53.0,Male,2013386.0,9.0,1,26048.0,1,28502.0,0,12862.0,0,0.0,3,31751.69,173.0,29.0,0.735
173,30.0,Female,1679791.0,14.0,1,17687.0,0,0.0,0,14727.0,1,19988.31,4,41533.55,121.0,20.0,0.575
174,49.0,Male,1696029.0,13.0,0,0.0,0,0.0,1,9557.0,0,0.0,2,16961.03,122.0,13.0,0.9099999999999999
175,24.0,Female,1806510.0,11.0,0,0.0,1,22796.0,1,11958.0,1,11234.97,4,19477.07,138.0,16.0,0.8
176,68.0,Male,2260578.0,10.0,1,29085.0,0,0.0,0,22869.0,1,27714.97,2,29199.23,346.0,50.0,0.97
177,39.0,Male,2530612.0,8.0,1,26789.0,0,0.0,0,13835.0,0,0.0,4,26667.56,138.0,18.0,0.755
178,45.0,Male,2098967.0,5.0,0,0.0,0,0.0,1,21444.0,1,10707.57,3,33149.59,90.0,17.0,0.815
179,19.0,Female,1823234.0,3.0,1,11528.0,0,0.0,0,14754.0,0,0.0,2,33297.6,63.0,11.0,0.675
180,59.0,Female,1854493.0,4.0,1,14855.0,0,0.0,1,14430.0,0,0.0,2,24823.05,153.0,22.0,0.765
181,62.0,Male,1868297.0,3.0,1,25340.0,1,28715.0,1,16004.0,1,17400.09,1,16508.1,38.0,7.0,0.5799215264925142
182,23.0,Male,2312034.0,10.0,1,29770.0,1,16565.0,0,20122.0,1,23102.92,4,40863.95,110.0,22.0,0.55
183,45.0,Female,1862424.0,8.0,1,21327.0,0,0.0,1,15162.0,1,13130.06,1,32924.8,114.0,22.0,0.54
184,45.0,Female,1986894.0,13.0,0,0.0,0,0.0,0,18362.0,1,11113.11,1,45395.01,202.0,38.0,0.67
185,61.0,Male,2403440.0,5.0,1,34966.0,1,36203.0,1,15863.0,1,18297.43,2,24161.25,195.0,25.0,0.545
186,61.0,Female,1829757.0,13.0,0,0.0,1,20995.0,1,18449.0,0,0.0,3,26581.19,370.0,43.0,0.595
187,37.0,Female,2167118.0,11.0,1,23990.0,1,19937.0,0,12023.0,1,17451.03,2,26429.94,216.0,26.0,0.585
188,47.0,Female,2270136.0,8.0,1,29582.0,0,0.0,1,21206.0,1,10099.26,2,22804.2,70.0,7.0,0.87
189,28.0,Male,2019033.0,1.0,1,12778.0,1,30900.0,1,13751.0,1,21776.22,2,26966.72,30.0,3.0,0.73
190,45.0,Male,2586235.0,9.0,0,0.0,1,22060.0,0,23771.0,1,18171.9,4,56246.41,204.0,32.0,0.53
191,42.0,Female,2499636.0,11.0,0,0.0,0,0.0,1,10237.0,1,16516.84,3,30617.37,231.0,36.0,0.61
192,56.0,Male,2078929.0,10.0,1,12511.0,0,0.0,1,14237.0,1,12359.64,1,48977.34,312.0,53.0,0.535
193,50.0,Female,1758855.0,3.0,0,0.0,1,11452.0,0,19796.0,0,0.0,4,34951.3,200.0,36.0,0.61
194,18.0,Female,1773032.0,1.0,0,0.0,0,0.0,1,14633.0,1,16091.47,3,17601.95,45.0,5.0,0.8300000000000001
195,44.0,Male,2063792.0,3.0,0,0.0,0,0.0,1,15864.0,1,16009.35,1,24822.09,198.0,27.0,0.895
196,69.0,Male,1672991.0,13.0,1,12520.0,0,0.0,1,9619.0,0,0.0,3,14895.47,384.0,71.0,0.915
197,30.0,Male,2080683.0,2.0,0,0.0,1,29840.0,0,15869.0,1,9331.51,2,21349.6,18.0,2.0,0.58
198,58.0,Female,2506429.0,7.0,0,0.0,1,38696.0,1,25516.0,1,27204.48,3,51012.88,408.0,74.0,0.85
199,20.0,Female,2018746.0,10.0,0,0.0,1,16930.0,0,13020.0,1,12721.67,2,22017.18,86.0,14.0,0.56
200,56.0,Male,1994316.0,4.0,1,11548.0,1,12785.0,1,16336.0,1,16098.35,4,26341.84,348.0,39.0,0.98
201,23.0,Male,2255958.0,7.0,0,0.0,1,28341.0,0,20365.0,1,23406.11,2,44527.65,30.0,6.0,0.519864708745644
202,25.0,Male,2157451.0,3.0,0,0.0,1,18334.0,1,14951.0,0,0.0,4,40945.96,168.0,27.0,0.52
203,44.0,Female,1655507.0,14.0,1,15174.0,0,0.0,0,9972.0,0,0.0,4,38545.29,266.0,53.0,0.5700000000000001
204,26.0,Female,1863430.0,6.0,1,25464.0,1,13069.0,0,9397.0,0,0.0,3,25904.07,172.0,27.0,0.9199999999999999
205,54.0,Female,2568186.0,7.0,1,17621.0,1,41044.0,1,11877.0,0,0.0,3,37109.76,303.0,40.0,0.67
206,50.0,Male,2097634.0,7.0,0,0.0,1,32049.0,0,11958.0,1,15709.43,4,20817.3,275.0,55.0,0.51
207,68.0,Male,1698070.0,14.0,1,10819.0,0,0.0,0,6786.0,0,0.0,3,22173.94,308.0,41.0,0.815
208,59.0,Female,1942446.0,5.0,1,17124.0,0,0.0,0,18829.0,0,0.0,2,43562.46,88.0,12.0,0.985
209,61.0,Male,1465224.0,6.0,0,0.0,1,19773.0,1,6895.0,1,15047.08,4,15595.6,124.0,14.0,0.5021127621521707
