user;size;artist_id;artist
5;23;20;jay-z
5;23;21;type o negative
5;23;22;pearl jam
5;23;23;queen
6;22;1;soundgarden
6;22;2;stone temple pilots
6;22;3;buckethead
6;22;4;dream theater
6;22;5;alice in chains
6;22;6;type o negative
6;22;7;pink floyd
6;22;8;rush
6;22;9;king crimson
6;22;10;camel
6;22;11;ac/dc
6;22;12;tool
6;22;13;disturbed
6;22;14;oasis
6;22;15;jethro tull
6;22;16;porcupine tree
6;22;17;audioslave
6;22;18;aerosmith
6;22;19;pearl jam
6;22;20;the verve
6;22;21;rammstein
6;22;22;led zeppelin
7;19;1;arch enemy
7;19;2;strapping young lad
7;19;3;kreator
7;19;4;children of bodom
7;19;5;iron maiden
7;19;6;sabaton
7;19;7;helloween
7;19;8;mastodon
7;19;9;pantera
7;19;10;manowar
7;19;11;gojira
7;19;12;devildriver
7;19;13;slayer
7;19;14;hammerfall
7;19;15;hatebreed
7;19;16;in flames
7;19;17;meshuggah
7;19;18;finntroll
7;19;19;gamma ray
8;30;1;queen
8;30;2;the beatles
8;30;3;lynyrd skynyrd
8;30;4;neil young
8;30;5;the rolling stones
8;30;6;the who
8;30;7;led zeppelin
8;30;8;pink floyd
8;30;9;black sabbath
8;30;10;the police
8;30;11;t. rex
8;30;12;simon & garfunkel
8;30;13;eagles
8;30;14;jimi hendrix
8;30;15;jethro tull
8;30;16;bee gees
8;30;17;van halen
8;30;18;iron maiden
8;30;19;bob dylan
8;30;20;kiss
8;30;21;ac/dc
8;30;22;tenacious d
8;30;23;aerosmith
8;30;24;ennio morricone
8;30;25;scorpions
8;30;26;bruce springsteen
8;30;27;dire straits
8;30;28;guns n roses
8;30;29;inxs
8;30;30;rammstein
9;7;1;thom yorke
9;7;2;tom waits
9;7;3;the notwist
9;7;4;einsturzende neubauten
9;7;5;the flaming lips
9;7;6;billie holiday
9;7;7;the books
10;8;1;sonic youth
10;8;2;the fall
10;8;3;mogwai
10;8;4;the velvet underground
10;8;5;stereolab
10;8;6;my bloody valentine
10;8;7;the radio dept.
10;8;8;the kinks
11;11;1;sonata arctica
11;11;2;infected mushroom
11;11;3;iron maiden
11;11;4;creedence clearwater revival
11;11;5;nightwish
11;11;6;mindless self indulgence
11;11;7;electric light orchestra
11;11;8;john williams
11;11;9;michael jackson
11;11;10;fleetwood mac
11;11;11;aphex twin
12;41;1;the kills
12;41;2;a perfect circle
12;41;3;crystal castles
12;41;4;beck
12;41;5;coldplay
12;41;6;kent
12;41;7;interpol
12;41;8;nine inch nails
12;41;9;sonic youth
12;41;10;beirut
12;41;11;gorillaz
12;41;12;mgmt
12;41;13;the radio dept.
12;41;14;hakan hellstrom
12;41;15;the kooks
12;41;16;klaxons
12;41;17;fischerspooner
12;41;18;bob marley & the wailers
12;41;19;portishead
12;41;20;sex pistols
12;41;21;iron & wine
12;41;22;the shins
12;41;23;yo la tengo
12;41;24;the libertines
12;41;25;thom yorke
12;41;26;royksopp
12;41;27;animal collective
12;41;28;nouvelle vague
12;41;29;jose gonzalez
12;41;30;bloc party
12;41;31;ladytron
12;41;32;placebo
12;41;33;le tigre
12;41;34;n*e*r*d
12;41;35;cut copy
12;41;36;daft punk
12;41;37;cocorosie
12;41;38;the wombats
12;41;39;mum
12;41;40;the postal service
12;41;41;franz ferdinand
13;28;1;of montreal
13;28;2;the magnetic fields
13;28;3;devo
13;28;4;talking heads
13;28;5;fall out boy
13;28;6;pinback
13;28;7;cocorosie
13;28;8;regina spektor
13;28;9;interpol
13;28;10;beck
13;28;11;the dandy warhols
13;28;12;the mountain goats
13;28;13;radiohead
13;28;14;ratatat
13;28;15;clap your hands say yeah
13;28;16;the strokes
13;28;17;pixies
13;28;18;frank zappa
13;28;19;david bowie
13;28;20;architecture in helsinki
13;28;21;the sounds
13;28;22;the beatles
13;28;23;tom waits
13;28;24;john frusciante
13;28;25;mgmt
13;28;26;beirut
13;28;27;blink-182
13;28;28;joy division
14;32;1;the jam
14;32;2;maximo park
14;32;3;supergrass
14;32;4;simon & garfunkel
14;32;5;paul simon
14;32;6;blur
14;32;7;oasis
14;32;8;snow patrol
14;32;9;the who
14;32;10;r.e.m.
14;32;11;arctic monkeys
14;32;12;babyshambles
14;32;13;kasabian
14;32;14;the libertines
14;32;15;kings of leon
14;32;16;pulp
14;32;17;radiohead
14;32;18;john lennon
14;32;19;the strokes
14;32;20;the stone roses
14;32;21;dirty pretty things
14;32;22;editors
14;32;23;paul mccartney
14;32;24;the cure
14;32;25;joy division
14;32;26;the fratellis
14;32;27;u2
14;32;28;david bowie
14;32;29;doves
14;32;30;the rolling stones
14;32;31;the prodigy
14;32;32;new order
15;12;1;ramones
15;12;2;the clash
15;12;3;franz ferdinand
15;12;4;jamiroquai
15;12;5;the rolling stones
15;12;6;the who
15;12;7;radiohead
15;12;8;the kinks
15;12;9;mando diao
15;12;10;the chemical brothers
15;12;11;buzzcocks
15;12;12;the pogues
16;15;1;the byrds
16;15;2;leonard cohen
16;15;3;the beatles
16;15;4;simon & garfunkel
16;15;5;queen
16;15;6;tom waits
16;15;7;the beach boys
16;15;8;neil young
16;15;9;johnny cash
16;15;10;the kinks
16;15;11;bruce springsteen
16;15;12;the rolling stones
16;15;13;john lennon
16;15;14;billy joel
16;15;15;jonas brothers
17;8;1;fleetwood mac
17;8;2;madonna
17;8;3;ladytron
17;8;4;hooverphonic
17;8;5;mariah carey
17;8;6;michael jackson
17;8;7;garbage
17;8;8;simple plan
18;26;1;toto
18;26;2;the doors
18;26;3;kent
18;26;4;the smiths
18;26;5;pink floyd
18;26;6;sex pistols
18;26;7;dropkick murphys
18;26;8;bob dylan
18;26;9;pearl jam
18;26;10;no doubt
18;26;11;morrissey
18;26;12;rage against the machine
18;26;13;various artists
18;26;14;motley crue
18;26;15;cypress hill
18;26;16;the pogues
18;26;17;miles davis
18;26;18;the hives
18;26;19;the police
18;26;20;tool
18;26;21;blondie
18;26;22;jay-z
18;26;23;jimi hendrix
18;26;24;moby
18;26;25;dire straits
18;26;26;guns n roses
19;20;1;stereolab
19;20;2;hot chip
19;20;3;tortoise
19;20;4;r.e.m.
19;20;5;david bowie
19;20;6;new order
19;20;7;hercules and love affair
19;20;8;kate bush
19;20;9;neil young
19;20;10;of montreal
19;20;11;animal collective
19;20;12;portishead
19;20;13;stevie wonder
19;20;14;prince
19;20;15;steely dan
19;20;16;pet shop boys
19;20;17;talking heads
19;20;18;the cure
19;20;19;depeche mode
19;20;20;miles davis
20;22;1;jamiroquai
20;22;2;tori amos
20;22;3;jazzanova
20;22;4;radiohead
20;22;5;st. germain
20;22;6;marvin gaye
20;22;7;moloko
20;22;8;nightmares on wax
20;22;9;the verve
20;22;10;nick cave and the bad seeds
20;22;11;de-phazz
20;22;12;blonde redhead
20;22;13;diana krall
20;22;14;massive attack
20;22;15;cocorosie
20;22;16;dave matthews band
20;22;17;the smiths
20;22;18;jamie cullum
20;22;19;joy division
20;22;20;porcupine tree
20;22;21;thievery corporation
20;22;22;roisin murphy
21;23;1;nick cave and the bad seeds
21;23;2;black flag
21;23;3;the gossip
21;23;4;edith piaf
21;23;5;misfits
21;23;6;deerhoof
21;23;7;tom waits
21;23;8;peaches
21;23;9;turbonegro
21;23;10;leonard cohen
21;23;11;antony and the johnsons
21;23;12;crystal castles
21;23;13;the black keys
21;23;14;minor threat
21;23;15;of montreal
21;23;16;devendra banhart
21;23;17;the zombies
21;23;18;rufus wainwright
21;23;19;the doors
21;23;20;the dresden dolls
21;23;21;gogol bordello
21;23;22;the kills
21;23;23;nouvelle vague
22;33;1;death cab for cutie
22;33;2;tegan and sara
22;33;3;kimya dawson
22;33;4;die arzte
22;33;5;jack johnson
22;33;6;coldplay
22;33;7;the kooks
22;33;8;the fray
22;33;9;mando diao
22;33;10;farin urlaub
22;33;11;a fine frenzy
22;33;12;die toten hosen
22;33;13;deichkind
22;33;14;razorlight
22;33;15;clueso
22;33;16;evanescence
22;33;17;linkin park
22;33;18;seeed
22;33;19;three days grace
22;33;20;cute is what we aim for
22;33;21;incubus
22;33;22;buena vista social club
22;33;23;counting crows
22;33;24;paolo nutini
22;33;25;the strokes
22;33;26;keane
22;33;27;belle and sebastian
22;33;28;adam green
22;33;29;story of the year
22;33;30;paramore
22;33;31;nouvelle vague
22;33;32;ok go
22;33;33;foo fighters
23;27;1;the beatles
23;27;2;u2
23;27;3;the decemberists
23;27;4;keane
23;27;5;blind guardian
23;27;6;vangelis
23;27;7;moby
23;27;8;enya
23;27;9;johann sebastian bach
23;27;10;kt tunstall
23;27;11;led zeppelin
23;27;12;blackfield
23;27;13;lifehouse
23;27;14;elvis presley
23;27;15;archive
23;27;16;enigma
23;27;17;nightwish
23;27;18;amy macdonald
23;27;19;robbie williams
23;27;20;queen
23;27;21;belle and sebastian
23;27;22;loreena mckennitt
23;27;23;the doors
23;27;24;damien rice
23;27;25;louis armstrong
23;27;26;a perfect circle
23;27;27;manu chao
24;33;1;radiohead
24;33;2;the kooks
24;33;3;coldplay
24;33;4;nine inch nails
24;33;5;hot chip
24;33;6;black rebel motorcycle club
24;33;7;lcd soundsystem
24;33;8;kasabian
24;33;9;n*e*r*d
24;33;10;editors
24;33;11;klaxons
24;33;12;bloc party
24;33;13;the cinematic orchestra
24;33;14;depeche mode
24;33;15;girl talk
24;33;16;lamb
24;33;17;cut copy
24;33;18;2pac
24;33;19;iamx
24;33;20;the raconteurs
24;33;21;antony and the johnsons
24;33;22;trentemoller
24;33;23;unkle
24;33;24;the presets
24;33;25;the killers
24;33;26;gorillaz
24;33;27;moloko
24;33;28;massive attack
24;33;29;mgmt
24;33;30;portishead
24;33;31;the cardigans
24;33;32;kylie minogue
24;33;33;patrick wolf
25;12;1;m.i.a.
25;12;2;fugazi
25;12;3;johnny cash
25;12;4;clint mansell
25;12;5;elton john
25;12;6;the beatles
25;12;7;portishead
25;12;8;social distortion
25;12;9;rise against
25;12;10;depeche mode
25;12;11;lynyrd skynyrd
25;12;12;sigur ros
26;12;1;black eyed peas
26;12;2;maroon 5
26;12;3;john legend
26;12;4;elton john
26;12;5;mary j. blige
26;12;6;the ting tings
26;12;7;mika
26;12;8;abba
26;12;9;beyonce
26;12;10;the beatles
26;12;11;adele
26;12;12;santana
27;11;1;britney spears
27;11;2;a-ha
27;11;3;joss stone
27;11;4;christina aguilera
27;11;5;hilary duff
27;11;6;katie melua
27;11;7;katy perry
27;11;8;norah jones
27;11;9;september
27;11;10;shakira
27;11;11;leona lewis
28;15;1;the go! team
28;15;2;feist
28;15;3;broken social scene
28;15;4;interpol
28;15;5;portishead
28;15;6;garbage
28;15;7;oasis
28;15;8;metric
28;15;9;stars
28;15;10;cat power
28;15;11;andrew bird
28;15;12;pixies
28;15;13;coldplay
28;15;14;kasabian
28;15;15;kings of convenience
29;11;1;dream theater
29;11;2;kreator
29;11;3;scorpions
29;11;4;alice in chains
29;11;5;iron maiden
29;11;6;satyricon
29;11;7;metallica
29;11;8;radiohead
29;11;9;trivium
29;11;10;def leppard
29;11;11;hypocrisy
30;9;1;soundtrack
30;9;2;groove coverage
30;9;3;avril lavigne
30;9;4;the rasmus
30;9;5;him
30;9;6;nightwish
30;9;7;as i lay dying
30;9;8;in extremo
30;9;9;evanescence
31;37;1;the knife
31;37;2;of montreal
31;37;3;john mayer
31;37;4;nada surf
31;37;5;fleetwood mac
31;37;6;jose gonzalez
31;37;7;blink-182
31;37;8;say anything
31;37;9;the get up kids
31;37;10;camera obscura
31;37;11;sufjan stevens
31;37;12;kanye west
31;37;13;royksopp
31;37;14;dashboard confessional
31;37;15;stars
31;37;16;the weakerthans
31;37;17;kings of convenience
31;37;18;van morrison
31;37;19;band of horses
31;37;20;sia
31;37;21;panic at the disco
31;37;22;coldplay
31;37;23;justin timberlake
31;37;24;the hush sound
31;37;25;arctic monkeys
31;37;26;jeff buckley
31;37;27;alkaline trio
31;37;28;foo fighters
31;37;29;guided by voices
31;37;30;anna ternheim
31;37;31;death cab for cutie
31;37;32;saves the day
31;37;33;the killers
31;37;34;bon iver
31;37;35;fleet foxes
31;37;36;the magnetic fields
31;37;37;fall out boy
32;33;1;girl talk
32;33;2;roxette
32;33;3;kings of leon
32;33;4;my morning jacket
32;33;5;beck
32;33;6;grateful dead
32;33;7;beastie boys
32;33;8;arcade fire
32;33;9;wilco
32;33;10;the decemberists
32;33;11;fleetwood mac
32;33;12;a-ha
32;33;13;johnny cash
32;33;14;coldplay
32;33;15;cut copy
32;33;16;kelly clarkson
32;33;17;the beatles
32;33;18;camera obscura
32;33;19;cat power
32;33;20;gnarls barkley
32;33;21;the national
32;33;22;pavement
32;33;23;animal collective
32;33;24;belle and sebastian
32;33;25;ben folds
32;33;26;elvis costello
32;33;27;modest mouse
32;33;28;the go! team
32;33;29;kanye west
32;33;30;the shins
32;33;31;the flaming lips
32;33;32;radiohead
32;33;33;stars
33;34;1;the dandy warhols
33;34;2;the beatles
33;34;3;the stone roses
33;34;4;stevie wonder
33;34;5;devo
33;34;6;the rolling stones
33;34;7;new order
33;34;8;u2
33;34;9;the smiths
33;34;10;the who
33;34;11;talking heads
33;34;12;elvis presley
33;34;13;the white stripes
33;34;14;inxs
33;34;15;beck
33;34;16;fatboy slim
33;34;17;the cure
33;34;18;morrissey
33;34;19;r.e.m.
33;34;20;pet shop boys
33;34;21;sugababes
33;34;22;the clash
33;34;23;prince
33;34;24;depeche mode
33;34;25;eels
33;34;26;badly drawn boy
33;34;27;led zeppelin
33;34;28;coldplay
33;34;29;dave matthews band
33;34;30;marvin gaye
33;34;31;basement jaxx
33;34;32;kasabian
33;34;33;they might be giants
33;34;34;cake
34;44;1;radiohead
34;44;2;bob dylan
34;44;3;bruce springsteen
34;44;4;girl talk
34;44;5;cut copy
34;44;6;the rolling stones
34;44;7;green day
34;44;8;the shins
34;44;9;red hot chili peppers
34;44;10;eddie vedder
34;44;11;counting crows
34;44;12;new order
34;44;13;the national
34;44;14;u2
34;44;15;paul simon
34;44;16;air
34;44;17;the who
34;44;18;coldplay
34;44;19;the brian jonestown massacre
34;44;20;the jesus and mary chain
34;44;21;the smiths
34;44;22;feist
34;44;23;tom petty and the heartbreakers
34;44;24;death cab for cutie
34;44;25;mgmt
34;44;26;incubus
34;44;27;buena vista social club
34;44;28;the smashing pumpkins
34;44;29;the roots
34;44;30;the cure
34;44;31;manic street preachers
34;44;32;the killers
34;44;33;okkervil river
34;44;34;r.e.m.
34;44;35;moby
34;44;36;modest mouse
34;44;37;led zeppelin
34;44;38;band of horses
34;44;39;kanye west
34;44;40;alicia keys
34;44;41;outkast
34;44;42;my morning jacket
34;44;43;the offspring
34;44;44;silverchair
35;28;1;pj harvey
35;28;2;radiohead
35;28;3;zero 7
35;28;4;einsturzende neubauten
35;28;5;david bowie
35;28;6;air
35;28;7;t. rex
35;28;8;neil young
35;28;9;portishead
35;28;10;jefferson airplane
35;28;11;morcheeba
35;28;12;pink martini
35;28;13;devendra banhart
35;28;14;emiliana torrini
35;28;15;johnny cash
35;28;16;depeche mode
35;28;17;tom waits
35;28;18;john coltrane
35;28;19;sia
35;28;20;nick drake
35;28;21;blonde redhead
35;28;22;grateful dead
35;28;23;bob dylan
35;28;24;bjork
35;28;25;the velvet underground
35;28;26;antony and the johnsons
35;28;27;kate bush
35;28;28;nick cave and the bad seeds
36;19;1;as i lay dying
36;19;2;skillet
36;19;3;atreyu
36;19;4;bullet for my valentine
36;19;5;disturbed
36;19;6;parkway drive
36;19;7;killswitch engage
36;19;8;papa roach
36;19;9;the used
36;19;10;rammstein
36;19;11;david guetta
36;19;12;sum 41
36;19;13;trivium
36;19;14;deathstars
36;19;15;scar symmetry
36;19;16;the prodigy
36;19;17;rise against
36;19;18;eminem
36;19;19;children of bodom
37;30;1;the ataris
37;30;2;yann tiersen
37;30;3;the smashing pumpkins
37;30;4;carla bruni
37;30;5;the cure
37;30;6;joy division
37;30;7;placebo
37;30;8;patrick wolf
37;30;9;blink-182
37;30;10;65daysofstatic
37;30;11;beirut
37;30;12;nirvana
37;30;13;blonde redhead
37;30;14;underoath
37;30;15;regina spektor
37;30;16;yeah yeah yeahs
37;30;17;bauhaus
37;30;18;mew
37;30;19;taking back sunday
37;30;20;sigur ros
37;30;21;god is an astronaut
37;30;22;metric
37;30;23;iron & wine
37;30;24;anna ternheim
37;30;25;the fray
37;30;26;the shins
37;30;27;ray lamontagne
37;30;28;radiohead
37;30;29;hellogoodbye
37;30;30;klaxons
38;28;1;kate nash
38;28;2;arctic monkeys
38;28;3;lykke li
38;28;4;adele
38;28;5;tegan and sara
38;28;6;the ting tings
38;28;7;the fratellis
38;28;8;paolo nutini
38;28;9;phoenix
38;28;10;kings of leon
38;28;11;beatsteaks
38;28;12;lily allen
38;28;13;maximo park
38;28;14;hard-fi
38;28;15;the wombats
38;28;16;the pipettes
38;28;17;klaxons
38;28;18;the pigeon detectives
38;28;19;mando diao
38;28;20;incubus
38;28;21;duffy
38;28;22;razorlight
38;28;23;mgmt
38;28;24;billy talent
38;28;25;santogold
38;28;26;clueso
38;28;27;nada surf
38;28;28;the last shadow puppets
39;16;1;animal collective
39;16;2;fleet foxes
39;16;3;notorious b.i.g.
39;16;4;devendra banhart
39;16;5;bon iver
39;16;6;venetian snares
39;16;7;bonnie prince billy
39;16;8;deerhoof
39;16;9;tokyo police club
39;16;10;explosions in the sky
39;16;11;mum
39;16;12;modest mouse
39;16;13;godspeed you! black emperor
39;16;14;stevie wonder
39;16;15;m83
39;16;16;the blood brothers
40;8;1;j dilla
40;8;2;common
40;8;3;burial
40;8;4;jedi mind tricks
40;8;5;daft punk
40;8;6;lil wayne
40;8;7;patrick wolf
40;8;8;notorious b.i.g.
41;14;1;john frusciante
41;14;2;morrissey
41;14;3;against me!
41;14;4;in flames
41;14;5;lamb of god
41;14;6;the smiths
41;14;7;flogging molly
41;14;8;the rolling stones
41;14;9;red hot chili peppers
41;14;10;the hellacopters
41;14;11;the roots
41;14;12;the black keys
41;14;13;dire straits
41;14;14;children of bodom
42;7;1;the libertines
42;7;2;the zombies
42;7;3;beirut
42;7;4;band of horses
42;7;5;arctic monkeys
42;7;6;adam green
42;7;7;the strokes
43;20;1;beatsteaks
43;20;2;clueso
43;20;3;the kooks
43;20;4;die arzte
43;20;5;plain white ts
43;20;6;robyn
43;20;7;bohse onkelz
43;20;8;red hot chili peppers
43;20;9;30 seconds to mars
43;20;10;justin timberlake
43;20;11;razorlight
43;20;12;billy talent
43;20;13;the subways
43;20;14;kanye west
43;20;15;[unknown]
43;20;16;kings of leon
43;20;17;john legend
43;20;18;blink-182
43;20;19;deichkind
43;20;20;stone sour
44;25;1;ministry
44;25;2;turbonegro
44;25;3;paradise lost
44;25;4;katatonia
44;25;5;pj harvey
44;25;6;deftones
44;25;7;parkway drive
44;25;8;danny elfman
44;25;9;marilyn manson
44;25;10;amorphis
44;25;11;the dillinger escape plan
44;25;12;massive attack
44;25;13;opeth
44;25;14;sigur ros
44;25;15;strapping young lad
44;25;16;placebo
44;25;17;muse
44;25;18;apocalyptica
44;25;19;type o negative
44;25;20;sentenced
44;25;21;beastie boys
44;25;22;the birthday massacre
44;25;23;garbage
44;25;24;misfits
44;25;25;system of a down
45;12;1;apparat
45;12;2;drowning pool
45;12;3;armin van buuren
45;12;4;alexisonfire
45;12;5;chicane
45;12;6;30 seconds to mars
45;12;7;ghostface
45;12;8;death cab for cutie
45;12;9;imogen heap
45;12;10;trentemoller
45;12;11;placebo
45;12;12;underworld
46;11;1;loreena mckennitt
46;11;2;garbage
46;11;3;joni mitchell
46;11;4;amy macdonald
46;11;5;sufjan stevens
46;11;6;death cab for cutie
46;11;7;frou frou
46;11;8;a fine frenzy
46;11;9;a perfect circle
46;11;10;damien rice
46;11;11;dido
47;39;1;pixies
47;39;2;radiohead
47;39;3;spoon
47;39;4;belle and sebastian
47;39;5;the kinks
47;39;6;eels
47;39;7;beck
47;39;8;modest mouse
47;39;9;talking heads
47;39;10;the jimi hendrix experience
47;39;11;the roots
47;39;12;jack johnson
47;39;13;the white stripes
47;39;14;the clash
47;39;15;elliott smith
47;39;16;pink floyd
47;39;17;adam green
47;39;18;david bowie
47;39;19;stars
47;39;20;ramones
47;39;21;joy division
47;39;22;t. rex
47;39;23;pinback
47;39;24;pavement
47;39;25;bob dylan
47;39;26;peter bjorn and john
47;39;27;the dandy warhols
47;39;28;red hot chili peppers
47;39;29;my bloody valentine
47;39;30;nirvana
47;39;31;the jesus and mary chain
47;39;32;buzzcocks
47;39;33;lcd soundsystem
47;39;34;the new pornographers
47;39;35;sublime
47;39;36;sonic youth
47;39;37;sufjan stevens
47;39;38;beastie boys
47;39;39;creedence clearwater revival
48;28;1;ghostface
48;28;2;explosions in the sky
48;28;3;nas
48;28;4;deerhoof
48;28;5;a tribe called quest
48;28;6;sigur ros
48;28;7;mf doom
48;28;8;cocorosie
48;28;9;broken social scene
48;28;10;mogwai
48;28;11;sufjan stevens
48;28;12;the blood brothers
48;28;13;joanna newsom
48;28;14;m83
48;28;15;gang starr
48;28;16;mos def
48;28;17;the notwist
48;28;18;thursday
48;28;19;cursive
48;28;20;boards of canada
48;28;21;regina spektor
48;28;22;de la soul
48;28;23;isis
48;28;24;cat power
48;28;25;talib kweli
48;28;26;the faint
48;28;27;dashboard confessional
48;28;28;interpol
49;33;1;era
49;33;2;avril lavigne
49;33;3;linkin park
49;33;4;hilary duff
49;33;5;the cardigans
49;33;6;the fray
49;33;7;the corrs
49;33;8;lifehouse
49;33;9;paramore
49;33;10;the rasmus
49;33;11;goo goo dolls
49;33;12;snow patrol
49;33;13;the all-american rejects
49;33;14;3 doors down
49;33;15;avenged sevenfold
49;33;16;staind
49;33;17;bon jovi
49;33;18;kt tunstall
49;33;19;u2
49;33;20;pink
49;33;21;coldplay
49;33;22;bryan adams
49;33;23;him
49;33;24;madonna
49;33;25;muse
49;33;26;the cranberries
49;33;27;tenacious d
49;33;28;t.a.t.u.
49;33;29;simple plan
49;33;30;keane
49;33;31;aerosmith
49;33;32;hammerfall
49;33;33;green day
50;20;1;joy division
50;20;2;the smiths
50;20;3;animal collective
50;20;4;air
50;20;5;bon iver
50;20;6;spoon
50;20;7;sufjan stevens
50;20;8;radiohead
50;20;9;arcade fire
50;20;10;jose gonzalez
50;20;11;belle and sebastian
50;20;12;cocorosie
50;20;13;bob dylan
50;20;14;my bloody valentine
50;20;15;the beatles
50;20;16;sigur ros
50;20;17;the cure
50;20;18;johnny cash
50;20;19;nouvelle vague
50;20;20;of montreal
51;7;1;groove armada
51;7;2;nightmares on wax
51;7;3;emiliana torrini
51;7;4;de-phazz
51;7;5;mr. scruff
51;7;6;tosca
51;7;7;koop
52;21;1;in extremo
52;21;2;nine inch nails
52;21;3;billy talent
52;21;4;panic! at the disco
52;21;5;the ataris
52;21;6;hoobastank
52;21;7;disturbed
52;21;8;kasabian
52;21;9;the used
52;21;10;dragonforce
52;21;11;muse
52;21;12;bloc party
52;21;13;the sounds
52;21;14;nickelback
52;21;15;sirenia
52;21;16;she wants revenge
52;21;17;nightwish
52;21;18;lagwagon
52;21;19;the strokes
52;21;20;him
52;21;21;korpiklaani
53;14;1;rise against
53;14;2;linkin park
53;14;3;benny benassi
53;14;4;paramore
53;14;5;atb
53;14;6;alexisonfire
53;14;7;scooter
53;14;8;caliban
53;14;9;clueso
53;14;10;breaking benjamin
53;14;11;flyleaf
53;14;12;30 seconds to mars
53;14;13;daft punk
53;14;14;billy talent
54;26;1;andrew bird
54;26;2;beirut
54;26;3;eagles of death metal
54;26;4;the black keys
54;26;5;sufjan stevens
54;26;6;the white stripes
54;26;7;ani difranco
54;26;8;architecture in helsinki
54;26;9;final fantasy
54;26;10;the national
54;26;11;pj harvey
54;26;12;bat for lashes
54;26;13;feist
54;26;14;lamb
54;26;15;kate nash
54;26;16;camera obscura
54;26;17;joanna newsom
54;26;18;kings of convenience
54;26;19;nine inch nails
54;26;20;broken social scene
54;26;21;the dresden dolls
54;26;22;tv on the radio
54;26;23;arcade fire
54;26;24;clap your hands say yeah
54;26;25;of montreal
54;26;26;animal collective
55;12;1;finntroll
55;12;2;alice in chains
55;12;3;korpiklaani
55;12;4;fear factory
55;12;5;[unknown]
55;12;6;rammstein
55;12;7;cannibal corpse
55;12;8;behemoth
55;12;9;immortal
55;12;10;pantera
55;12;11;bloodbath
55;12;12;the beach boys
56;21;1;finntroll
56;21;2;haggard
56;21;3;bloodbath
56;21;4;lacrimosa
56;21;5;satyricon
56;21;6;epica
56;21;7;ensiferum
56;21;8;the dresden dolls
56;21;9;eluveitie
56;21;10;john williams
56;21;11;apocalyptica
56;21;12;amorphis
56;21;13;korpiklaani
56;21;14;marilyn manson
56;21;15;arch enemy
56;21;16;hans zimmer
56;21;17;cannibal corpse
56;21;18;him
56;21;19;nile
56;21;20;misfits
56;21;21;sentenced
57;28;1;senses fail
57;28;2;bullet for my valentine
57;28;3;bowling for soup
57;28;4;millencolin
57;28;5;story of the year
57;28;6;good charlotte
57;28;7;anberlin
57;28;8;alkaline trio
57;28;9;simple plan
57;28;10;the offspring
57;28;11;goldfinger
57;28;12;green day
57;28;13;pennywise
57;28;14;sum 41
57;28;15;3 doors down
57;28;16;p.o.d.
57;28;17;coldplay
57;28;18;nirvana
57;28;19;nofx
57;28;20;blink-182
57;28;21;guns n roses
57;28;22;44
57;28;23;sugarcult
57;28;24;hoobastank
57;28;25;disturbed
57;28;26;u2
